id,Booking_status,Probability
42408,0,0.21033256
42409,0,0.4014585
42410,1,0.5502156
42411,0,2.476194e-12
42412,1,0.82305646
42413,1,0.6451936
42414,1,0.6809829
42415,0,0.16070229
42416,1,0.8063032
42417,0,0.19836749
42418,0,0.4370947
42419,0,0.3203644
42420,0,0.15796487
42421,0,0.053881142
42422,0,0.48621735
42423,1,0.71063524
42424,1,0.7740796
42425,0,0.34031674
42426,0,0.42694598
42427,0,0.06355819
42428,0,0.28548408
42429,1,0.9561718
42430,1,0.5163776
42431,1,0.70497245
42432,1,0.8953112
42433,0,0.25240067
42434,0,3.504178e-06
42435,0,0.059235305
42436,0,0.4780606
42437,0,0.25820836
42438,0,0.32429588
42439,1,0.94700354
42440,0,0.24554577
42441,1,0.8857543
42442,0,0.17321995
42443,0,0.20537612
42444,0,0.050631966
42445,0,0.07037547
42446,1,0.9118932
42447,0,0.15305513
42448,0,0.04579438
42449,0,0.10648152
42450,0,0.23327015
42451,0,0.16513298
42452,0,0.0255132
42453,0,0.14609289
42454,0,0.13589774
42455,0,0.2889915
42456,0,0.29642043
42457,0,0.029023515
42458,0,0.4294692
42459,0,0.32321754
42460,1,0.69516444
42461,0,0.12145676
42462,1,0.6362345
42463,0,0.23949909
42464,1,0.65809494
42465,0,0.12415174
42466,1,0.726878
42467,0,0.33045408
42468,0,0.33471692
42469,0,0.06927413
42470,0,0.1797457
42471,1,0.5325976
42472,0,0.39620426
42473,0,0.05987146
42474,1,0.5788898
42475,0,0.06795553
42476,0,0.0006481382
42477,0,0.43704867
42478,1,0.8730784
42479,1,0.72787565
42480,0,0.009598285
42481,0,0.20146629
42482,0,0.0636525
42483,0,0.47841433
42484,0,0.20290771
42485,0,0.00045251055
42486,1,0.7410646
42487,0,0.48040104
42488,0,0.0008250782
42489,0,0.19416697
42490,0,0.07043336
42491,1,0.72917235
42492,0,0.4517392
42493,0,0.25598565
42494,0,0.36306337
42495,0,0.3919115
42496,0,0.44310167
42497,0,0.014061222
42498,0,0.058261123
42499,0,0.06386955
42500,0,0.13111639
42501,0,0.47174272
42502,1,0.502333
42503,1,0.8941148
42504,0,0.035856962
42505,0,9.0316216e-10
42506,1,0.5399174
42507,0,0.021665554
42508,0,0.229257
42509,0,0.29618976
42510,1,0.5854558
42511,0,0.4474875
42512,0,0.2798613
42513,0,0.016365202
42514,0,0.030998753
42515,1,0.6042923
42516,1,0.60235316
42517,1,0.53451645
42518,1,0.60112816
42519,0,0.42583895
42520,1,0.6052256
42521,0,0.019789232
42522,0,0.27765337
42523,0,0.4209777
42524,1,0.5294487
42525,1,0.7728863
42526,1,0.8175217
42527,1,0.5154349
42528,1,0.5549326
42529,0,0.10032899
42530,1,0.71878886
42531,1,0.855896
42532,0,0.18909903
42533,0,0.44630688
42534,0,0.1034704
42535,1,0.8766953
42536,0,0.12677063
42537,0,0.08789553
42538,1,0.6780255
42539,0,0.29524204
42540,0,0.27070642
42541,0,0.20985511
42542,0,0.114650376
42543,1,0.56487775
42544,0,0.03666455
42545,1,0.81920266
42546,0,0.03061156
42547,0,0.3711408
42548,0,0.48765162
42549,0,0.2760384
42550,1,0.5450759
42551,1,0.8704999
42552,1,0.685801
42553,0,0.0092871925
42554,0,0.19009708
42555,0,0.37114915
42556,0,0.25428724
42557,1,0.54258686
42558,0,0.34018984
42559,0,0.09400506
42560,0,0.3072185
42561,1,0.6745824
42562,1,0.84159094
42563,1,0.80043155
42564,0,0.442366
42565,0,0.4885802
42566,1,0.9410182
42567,0,0.15358606
42568,0,0.024029968
42569,0,0.15410028
42570,0,0.46475786
42571,0,1.6431491e-06
42572,0,0.4465538
42573,0,0.33562228
42574,1,0.5667499
42575,1,0.6280568
42576,0,0.2502601
42577,0,0.15301159
42578,0,0.020258272
42579,0,0.043433227
42580,0,6.521363e-16
42581,1,0.8754434
42582,0,0.08344033
42583,0,0.035801444
42584,0,0.02854423
42585,0,0.146004
42586,0,4.719777e-05
42587,1,0.70220757
42588,1,0.52973336
42589,1,0.6073703
42590,1,0.85748124
42591,0,0.11617352
42592,0,0.18215209
42593,0,0.42173743
42594,0,0.022645267
42595,0,0.4281549
42596,0,0.42713824
42597,0,0.117794424
42598,0,0.35587648
42599,0,0.38350576
42600,0,0.0010552593
42601,0,0.36006978
42602,1,0.6792765
42603,0,0.20729381
42604,1,0.8600111
42605,0,0.4991322
42606,1,0.7574822
42607,0,0.34821838
42608,0,0.21583922
42609,0,2.1786868e-06
42610,1,0.6460501
42611,1,0.6652022
42612,0,0.04554474
42613,0,0.052800592
42614,0,0.026518514
42615,0,0.28598055
42616,1,0.8059834
42617,0,0.42997533
42618,1,0.6189411
42619,0,0.22252576
42620,1,0.68904436
42621,1,0.57247347
42622,0,0.4473661
42623,1,0.6062027
42624,0,0.023783134
42625,0,0.16355872
42626,1,0.77030134
42627,1,0.68077505
42628,1,0.82974815
42629,1,0.69394404
42630,1,0.91448873
42631,0,0.28909618
42632,0,0.016762856
42633,0,0.058787897
42634,0,0.30822402
42635,0,0.088150136
42636,0,0.3732819
42637,1,0.5105282
42638,0,0.016096417
42639,1,0.63753533
42640,0,0.10159874
42641,0,0.05082798
42642,0,0.25095847
42643,0,0.31078005
42644,0,0.39794374
42645,1,0.7162126
42646,1,0.69576204
42647,0,0.06005406
42648,0,0.13397713
42649,0,0.23992549
42650,1,0.5157574
42651,0,0.16514571
42652,0,0.276156
42653,0,0.1579455
42654,0,0.24964891
42655,0,0.030032951
42656,0,0.46831867
42657,1,0.65947837
42658,0,0.09028331
42659,0,0.33581585
42660,0,0.30024981
42661,0,0.18179984
42662,1,0.8235259
42663,0,0.035327308
42664,0,0.08373363
42665,0,0.33695024
42666,1,0.5235457
42667,0,0.1526706
42668,0,0.06476056
42669,1,0.79615045
42670,1,0.8919086
42671,0,0.24518813
42672,1,0.9268698
42673,0,0.25976574
42674,0,0.00277973
42675,0,0.22855891
42676,0,0.40264958
42677,1,0.58935916
42678,0,0.09604358
42679,0,0.08307733
42680,0,0.32515565
42681,0,0.017972881
42682,1,0.68228245
42683,1,0.86282074
42684,0,0.010185755
42685,0,0.22782134
42686,0,0.14417192
42687,0,0.045284525
42688,1,0.5846952
42689,1,0.9185477
42690,0,0.25967413
42691,0,0.00501515
42692,0,0.038417965
42693,1,0.6774498
42694,0,0.10451201
42695,0,0.37008858
42696,1,0.5947703
42697,0,0.3358849
42698,0,0.20762388
42699,1,0.6245158
42700,0,0.3520055
42701,0,0.002195604
42702,0,0.08341578
42703,0,0.1654023
42704,0,0.24252144
42705,0,0.029462265
42706,0,0.08761955
42707,0,0.022218408
42708,0,0.042037334
42709,0,0.0003158844
42710,0,0.45541862
42711,0,0.34924212
42712,1,0.6901112
42713,0,0.020136116
42714,0,0.15116312
42715,0,0.09101398
42716,1,0.7248898
42717,0,0.02425573
42718,0,0.030714916
42719,0,0.030966436
42720,1,0.74975777
42721,1,0.7611968
42722,0,0.36760804
42723,0,0.2853548
42724,0,0.3009521
42725,0,0.0056073186
42726,0,0.12274451
42727,1,0.92779034
42728,0,0.10370963
42729,1,0.85438216
42730,0,0.4047306
42731,0,0.076201595
42732,1,0.87703925
42733,1,0.77699375
42734,0,0.31005844
42735,0,0.16391346
42736,1,0.7913619
42737,0,0.4367745
42738,0,0.017080387
42739,0,0.26632768
42740,0,0.30091467
42741,1,0.7724601
42742,0,0.029806647
42743,1,0.7080912
42744,1,0.8459085
42745,1,0.7937389
42746,0,0.07245456
42747,1,0.6875966
42748,1,0.85533714
42749,1,0.5982263
42750,1,0.67488205
42751,0,0.10184945
42752,0,0.03924674
42753,0,0.4685634
42754,0,0.39720714
42755,1,0.7443561
42756,0,0.21710765
42757,0,0.05928476
42758,1,0.7080656
42759,0,0.43849897
42760,0,0.4168228
42761,0,0.09379194
42762,1,0.87873673
42763,0,0.16293742
42764,1,0.8519816
42765,0,0.41025704
42766,0,0.03342762
42767,0,0.002131791
42768,1,0.58839136
42769,0,0.16797617
42770,0,0.13719326
42771,1,0.8521362
42772,0,0.15916081
42773,1,0.5076837
42774,0,0.03459261
42775,0,0.009103055
42776,0,0.05311697
42777,0,0.21008065
42778,0,0.38786948
42779,0,0.15953146
42780,0,0.029649602
42781,1,0.51039344
42782,0,0.050026577
42783,1,0.62030005
42784,1,0.6078048
42785,0,0.4980887
42786,0,8.407832e-19
42787,0,0.49035856
42788,0,0.4676147
42789,1,0.88348997
42790,0,0.21871018
42791,0,0.086812265
42792,0,0.13032258
42793,0,0.14020547
42794,0,0.1984723
42795,1,0.7158719
42796,1,0.8257031
42797,0,0.042837508
42798,1,0.5414732
42799,0,0.05792813
42800,1,0.61569065
42801,1,0.71585417
42802,0,0.1427495
42803,0,0.08295474
42804,0,0.08088692
42805,0,0.01840067
42806,1,0.6391642
42807,0,0.3015824
42808,0,0.00017473285
42809,0,0.14379576
42810,1,0.8523366
42811,1,0.7596568
42812,0,0.37555176
42813,1,0.77697754
42814,0,0.46266893
42815,0,0.053788055
42816,0,0.027449412
42817,1,0.60658944
42818,0,0.19938934
42819,0,0.20888922
42820,1,0.6917146
42821,0,0.0146543365
42822,1,0.6435614
42823,1,0.6929734
42824,0,0.17023219
42825,0,0.014012583
42826,1,0.8991169
42827,0,0.3535378
42828,1,0.66441035
42829,0,0.28959456
42830,1,0.6877121
42831,1,0.8652941
42832,0,0.1498362
42833,1,0.61770636
42834,0,0.14216411
42835,1,0.8778954
42836,0,0.3849917
42837,1,0.82675683
42838,0,0.014965589
42839,1,0.7729343
42840,0,0.018209597
42841,0,5.9079853e-06
42842,0,0.31533918
42843,1,0.80466974
42844,0,0.20796266
42845,0,0.06951998
42846,1,0.7687643
42847,0,0.25795597
42848,0,0.017010009
42849,0,0.10445515
42850,0,0.19718827
42851,1,0.6014476
42852,1,0.52726614
42853,1,0.83478343
42854,0,0.08600621
42855,0,0.033125
42856,0,0.20930293
42857,1,0.8733787
42858,0,0.086328164
42859,0,0.018993175
42860,0,0.30325755
42861,0,0.048358604
42862,0,0.011234386
42863,0,0.001097045
42864,1,0.84898835
42865,1,0.6699539
42866,0,0.2790361
42867,0,0.2915832
42868,1,0.8532772
42869,0,0.042220213
42870,0,0.06861283
42871,1,0.8519654
42872,0,0.46029398
42873,0,0.14423583
42874,0,0.3762574
42875,1,0.6136089
42876,1,0.62185574
42877,0,0.2037347
42878,1,0.5255126
42879,0,0.3261179
42880,0,0.04787283
42881,0,0.017151242
42882,1,0.8356283
42883,1,0.70331615
42884,0,0.07563074
42885,1,0.7971524
42886,1,0.86782235
42887,0,0.2749641
42888,0,0.24638543
42889,1,0.8345604
42890,1,0.7684472
42891,0,0.34563226
42892,0,0.21957694
42893,0,0.091165975
42894,0,0.027368125
42895,0,0.47363937
42896,0,0.083052725
42897,0,0.4155704
42898,1,0.9445295
42899,0,0.19175024
42900,0,0.3052455
42901,1,0.6698364
42902,0,0.20143485
42903,1,0.60091865
42904,1,0.70039076
42905,0,0.06067457
42906,0,0.24076714
42907,1,0.5404516
42908,1,0.86977136
42909,0,0.40016732
42910,0,0.012217429
42911,1,0.8368945
42912,0,0.31045514
42913,0,0.26070705
42914,0,0.1343607
42915,1,0.58013576
42916,0,0.0008553752
42917,0,0.022380609
42918,0,0.13463189
42919,0,0.48844847
42920,0,0.3209068
42921,1,0.67304224
42922,1,0.72824055
42923,1,0.9065489
42924,1,0.581543
42925,1,0.5785437
42926,0,0.04306216
42927,0,0.070793934
42928,0,0.4236739
42929,0,0.030662997
42930,1,0.68350524
42931,0,0.34800658
42932,1,0.82165706
42933,0,0.06327415
42934,1,0.94491804
42935,0,0.3286868
42936,1,0.7829271
42937,1,0.7843539
42938,1,0.9026038
42939,0,0.2818903
42940,1,0.633955
42941,1,0.53849995
42942,0,0.29590026
42943,1,0.89336526
42944,0,0.38522455
42945,1,0.6577266
42946,0,0.3794325
42947,0,0.08481012
42948,1,0.5589468
42949,0,0.05705545
42950,0,0.444289
42951,0,0.19434623
42952,0,0.2633165
42953,1,0.81385314
42954,1,0.5393545
42955,1,0.86401206
42956,0,0.40338904
42957,1,0.63988584
42958,0,0.3171125
42959,0,0.37357047
42960,0,0.08689596
42961,0,0.48138785
42962,1,0.88733184
42963,0,0.16397251
42964,0,0.080213055
42965,0,0.0045955344
42966,1,0.7985167
42967,1,0.7620132
42968,0,0.020300314
42969,0,0.32637662
42970,0,0.095353454
42971,0,0.2923927
42972,1,0.7744482
42973,1,0.7917658
42974,0,0.05483219
42975,0,0.36968285
42976,0,0.24123158
42977,0,0.19986008
42978,1,0.72025555
42979,0,0.17321861
42980,1,0.54559267
42981,0,0.4662879
42982,0,0.20763387
42983,0,0.13245796
42984,0,0.410866
42985,1,0.57092005
42986,0,0.37751848
42987,1,0.9519697
42988,0,0.070184216
42989,0,0.23629212
42990,1,0.6705948
42991,0,0.10848134
42992,0,0.072618246
42993,0,0.079851836
42994,1,0.5137619
42995,1,0.77463245
42996,0,0.26471758
42997,0,0.34761372
42998,1,0.8313955
42999,1,0.70379657
43000,0,0.26483345
43001,0,0.14665535
43002,0,0.28739685
43003,1,0.72248083
43004,1,0.7711381
43005,0,0.31563914
43006,1,0.7185603
43007,0,0.42009062
43008,0,0.23212643
43009,0,0.26347193
43010,1,0.7038787
43011,0,0.3022116
43012,1,0.5377575
43013,0,0.36797568
43014,1,0.7181524
43015,0,0.23327057
43016,1,0.59428656
43017,0,0.19626443
43018,0,0.1408162
43019,0,0.28949785
43020,1,0.80945724
43021,0,0.30412623
43022,0,0.43151063
43023,1,0.7759135
43024,0,0.12991041
43025,1,0.58549285
43026,1,0.6811715
43027,0,0.09350981
43028,0,0.19696428
43029,0,0.49440256
43030,0,0.34591886
43031,0,0.049511425
43032,0,0.014340199
43033,1,0.84795356
43034,0,0.1813332
43035,0,0.31887808
43036,0,0.031386152
43037,0,0.098995626
43038,1,0.5317731
43039,0,0.16885844
43040,0,0.21847954
43041,0,0.1700746
43042,0,1.5344724e-26
43043,1,0.81791896
43044,0,0.09123461
43045,0,0.10123951
43046,1,0.8067575
43047,0,0.30068251
43048,0,0.22493796
43049,0,0.2456067
43050,1,0.63730997
43051,0,0.1536905
43052,0,0.024139697
43053,1,0.64145833
43054,0,0.12487668
43055,0,0.2927871
43056,0,0.3522476
43057,0,0.10934308
43058,1,0.84059256
43059,1,0.5842255
43060,0,0.005696279
43061,0,0.07216867
43062,0,0.20743047
43063,1,0.67057
43064,1,0.90402013
43065,1,0.5993701
43066,0,0.14306581
43067,0,0.23788403
43068,1,0.5533916
43069,0,0.04501084
43070,0,0.21920362
43071,0,1.7542447e-05
43072,0,0.0021880588
43073,0,0.26880163
43074,1,0.7310356
43075,0,0.21593261
43076,0,0.040053044
43077,0,0.49369872
43078,0,0.3846037
43079,1,0.5673261
43080,0,0.14663827
43081,0,0.12575082
43082,0,0.18943422
43083,0,0.16877264
43084,0,0.00036186472
43085,0,1.345564e-05
43086,0,0.041374315
43087,1,0.6237538
43088,0,0.23127212
43089,1,0.8031363
43090,1,0.5265741
43091,1,0.7935878
43092,0,0.0060838163
43093,1,0.90773624
43094,0,0.22834373
43095,0,0.006916741
43096,1,0.7208425
43097,0,0.08774936
43098,1,0.53748214
43099,1,0.5304726
43100,0,0.3495017
43101,0,0.2897497
43102,1,0.68217427
43103,0,0.05482126
43104,0,0.07330873
43105,0,0.32627884
43106,1,0.68694156
43107,1,0.704157
43108,0,0.043491364
43109,0,0.27740186
43110,1,0.75530636
43111,0,0.4716275
43112,1,0.78282106
43113,0,0.2753333
43114,1,0.70644766
43115,0,0.22611046
43116,1,0.5536385
43117,0,0.107731394
43118,0,0.14193918
43119,1,0.6811114
43120,1,0.8849591
43121,0,0.12932892
43122,1,0.56987554
43123,1,0.61662364
43124,1,0.94052994
43125,1,0.73892564
43126,0,0.20653418
43127,1,0.5229687
43128,1,0.90307397
43129,1,0.5472441
43130,0,0.3908068
43131,0,0.48410976
43132,0,0.2589686
43133,1,0.8034493
43134,1,0.5483116
43135,1,0.6237563
43136,0,0.36234078
43137,0,0.2617543
43138,0,0.03023416
43139,0,0.17096949
43140,0,0.17321585
43141,0,0.05606994
43142,1,0.8812823
43143,0,0.48691455
43144,1,0.73218393
43145,1,0.82411104
43146,0,0.047877826
43147,0,0.14168999
43148,1,0.78583694
43149,0,0.027617944
43150,0,0.38680398
43151,0,0.07446033
43152,0,0.031084714
43153,0,0.107051134
43154,0,0.12659243
43155,0,0.2623294
43156,0,0.05067501
43157,0,0.028183801
43158,1,0.685801
43159,0,0.4184471
43160,1,0.844258
43161,0,0.16874632
43162,0,0.34923944
43163,0,0.05201613
43164,0,0.023889652
43165,1,0.57490236
43166,0,0.02211767
43167,0,0.011774035
43168,0,0.005555196
43169,1,0.6531845
43170,0,0.24008332
43171,1,0.9056794
43172,1,0.94376934
43173,0,0.34346956
43174,1,0.9388014
43175,1,0.8506419
43176,0,0.2451796
43177,0,0.03943616
43178,0,0.03351887
43179,0,0.46499798
43180,1,0.77937156
43181,0,0.21817602
43182,1,0.8716467
43183,0,0.0021078035
43184,0,0.2418608
43185,1,0.85472035
43186,0,8.055775e-08
43187,1,0.6637959
43188,1,0.5392719
43189,0,0.03884109
43190,0,0.19295615
43191,0,0.27739054
43192,1,0.60761195
43193,1,0.5122281
43194,0,0.47216585
43195,0,0.19037868
43196,0,0.37582472
43197,0,0.19513103
43198,1,0.68422204
43199,0,0.011755708
43200,0,0.30841208
43201,1,0.73876274
43202,0,0.031457268
43203,0,0.043572433
43204,0,0.3526099
43205,0,0.13689777
43206,1,0.75039977
43207,0,0.0019697177
43208,1,0.9163131
43209,0,0.10352197
43210,0,0.43836638
43211,1,0.7410782
43212,0,0.37426975
43213,1,0.53917754
43214,0,0.058656774
43215,0,0.16231878
43216,1,0.5231334
43217,0,0.071353614
43218,1,0.68555915
43219,0,0.0005972133
43220,1,0.52675134
43221,1,0.53423095
43222,0,0.23538812
43223,0,0.024982853
43224,0,0.085840486
43225,0,0.3420504
43226,1,0.7229559
43227,1,0.631705
43228,0,0.21946257
43229,0,0.26505566
43230,0,6.6793395e-06
43231,1,0.53063506
43232,0,0.46343324
43233,0,0.22972614
43234,0,0.029766534
43235,0,0.009298308
43236,0,0.0090278955
43237,0,0.2511474
43238,0,0.16302495
43239,0,0.054920804
43240,0,0.051470492
43241,0,0.33766368
43242,0,0.25619128
43243,0,0.35907382
43244,1,0.82545036
43245,1,0.5547105
43246,0,0.013762034
43247,0,0.29129565
43248,1,0.613043
43249,1,0.7790483
43250,1,0.8547778
43251,1,0.5391408
43252,1,0.87637895
43253,0,0.05062454
43254,1,0.78897244
43255,1,0.70606863
43256,1,0.8549244
43257,0,0.049835786
43258,1,0.8156681
43259,0,0.026306987
43260,1,0.84884185
43261,1,0.50023055
43262,0,0.07313027
43263,1,0.5330405
43264,0,0.47389847
43265,1,0.63857764
43266,1,0.6940181
43267,0,0.17782962
43268,0,0.049614467
43269,0,6.6571185e-05
43270,1,0.71355253
43271,0,0.20114516
43272,0,0.43114033
43273,1,0.8064221
43274,0,0.03685377
43275,0,0.45276624
43276,0,0.39950785
43277,0,0.44513252
43278,1,0.9474067
43279,1,0.775443
43280,0,0.31512845
43281,0,0.058275025
43282,0,0.28230548
43283,1,0.7793907
43284,0,0.076231524
43285,0,0.32762358
43286,0,0.41565952
43287,0,0.4808094
43288,0,0.27152833
43289,1,0.7233042
43290,0,0.004835239
43291,0,0.10361518
43292,0,0.10974544
43293,1,0.83638895
43294,0,0.42733264
43295,0,0.11887172
43296,1,0.7385935
43297,0,0.490595
43298,0,0.09188955
43299,0,0.19106293
43300,0,0.11532972
43301,0,0.3966997
43302,0,0.38631716
43303,0,0.3960119
43304,0,0.4244095
43305,0,0.053466268
43306,1,0.8505056
43307,0,0.07357596
43308,1,0.6397993
43309,1,0.83717144
43310,0,0.3481926
43311,0,0.30318204
43312,0,0.079397686
43313,1,0.8246155
43314,0,0.4543726
43315,1,0.8613697
43316,0,0.4657324
43317,0,0.212619
43318,0,0.34098
43319,0,0.22003786
43320,1,0.56262386
43321,1,0.7899571
43322,0,0.4817563
43323,1,0.8929728
43324,0,0.36579245
43325,0,0.36229017
43326,0,0.020072894
43327,1,0.726949
43328,0,0.4665912
43329,0,0.28028482
43330,0,0.30328467
43331,0,0.03480448
43332,1,0.9083886
43333,0,0.26184395
43334,0,0.40097266
43335,0,0.016315896
43336,0,0.008834644
43337,1,0.5627422
43338,0,0.47648913
43339,0,0.084806494
43340,0,0.08271738
43341,1,0.8915457
43342,1,0.7242838
43343,1,0.7367852
43344,0,0.15499768
43345,0,0.3179065
43346,1,0.7488287
43347,0,0.48266214
43348,1,0.8845883
43349,0,0.04316794
43350,0,0.12860505
43351,1,0.75446194
43352,1,0.5968064
43353,1,0.7874682
43354,1,0.77265984
43355,0,0.39176822
43356,0,1.14898085e-05
43357,1,0.80717677
43358,0,0.0036285422
43359,0,0.07227713
43360,0,0.307854
43361,0,0.042227075
43362,0,0.09714915
43363,0,0.0858796
43364,0,0.20160599
43365,0,0.48696554
